Formulation,maxStrain,cv,maxStress,cv,modulus,cv,toughness,cv,PercentOpen,Pressure,A,B,C,D,E,F,proposed stress,proposed modulus,proposed toughness,hypervolume improvement,stress Err,modulus Err,toughness Err
79,513.1189733753033,0.004359601740603289,374.3907089660853,0.031025357044629928,2.131313347620592,0.026438199601587227,72005.09058851446,0.022744801507704044,75,80,0.01,0.39,0,0.02,0.01,0.57,626.0288,2.037,62114.1625,14.5945,0.5030651417303487,0.04525252290566355,0.14749452984183803
80,587.7484652782773,0.007519020389123831,442.193167074813,0.05357226484929495,1.6425947510747663,0.057673606661351184,73645.03927818581,0.038430102314003116,75,80,0.18,0.12,0,0.36,0,0.34,531.2292,2.3753,94363.5215,14.5945,0.1829340190584383,0.36472097669021264,0.24663603004334855
81,447.74227057064866,0.04618588643983115,325.5454131434274,0.05506674002361605,2.2576563239053553,0.10520684153203193,65492.675952385915,0.041180207144621596,75,80,0.01,0,0.13,0.25,0,0.61,367.2088,1.7821,59082.1104,12.7566,0.12028331568716596,0.2354381233794916,0.1029191498551286
82,499.9966287399916,0.06495542417399802,407.456322417839,0.22160627633393948,1.7141855977863318,0.335101959297248,79298.86749721383,0.15848398362241922,75,80,0.32,0,0.12,0.01,0,0.55,466.2497,1.9339,65119.3931,12.7566,0.13458388994380502,0.12045463096972912,0.19636677991519005
83,437.77633157023485,0.13783341209170305,280.7768349867834,0.3476924272909208,2.0890011178344197,0.04523308633898505,55835.44284094941,0.27509858339222204,75,80,0.01,0.15,0.1,0.21,0,0.53,504.6006,1.8332,74827.5906,12.7566,0.5699775803133004,0.1304375324718974,0.2907042222869213
84,445.8864348751965,0.04418487871883059,345.44447438018614,0.14314316424066834,2.263948193621137,0.06495535521417407,66935.48498889647,0.10751828736013481,75,80,0.01,0,0.15,0.25,0,0.59,431.3873,1.862,63174.8981,12.7566,0.22126495968418747,0.19483918593188498,0.05780609970730914
85,542.909287960999,0.07676476320501636,337.8765720525358,0.2640759439690098,1.7123483531672947,0.13775571181521545,65225.45437835771,0.16364179601107623,75,80,0.15,0.45,0.04,0.03,0.01,0.32,579.1882,1.8425,83516.161,22.0768,0.5262695401708011,0.07322486581839303,0.24593933009421423
86,621.5525434676063,0.011438464994242146,380.5098714614527,0.08153777840803858,0.6146380250851737,0.05548855262171018,47362.40950684889,0.05742172091819513,75,80,0.05,0.32,0,0.57,0.06,0,629.7075,2.5501,67898.3554,22.0768,0.49335447118285086,1.223141984943753,0.3563388792317627
87,644.0579022340647,0.00901743255645704,423.7886430090937,0.06249774274829482,1.3121309645617776,0.010556020760892352,68132.91942373716,0.026650410806273277,75,80,0.31,0.52,0,0.08,0.02,0.07,722.4119,1.5994,78127.4318,22.0768,0.5210663331338818,0.19733194593138048,0.13666741933326906
88,576.395927074538,0.006204170461971546,412.9136829892527,0.027215794636116907,0.7221388784237961,0.18193080824355123,59055.930182191856,0.017315127955948133,75,80,0.15,0.04,0.13,0.67,0.01,0,451.7637,1.8895,52929.5444,22.0768,0.08986014385258907,0.8939682520584484,0.10941393613857288
89,524.5261704566605,0.024119696636937922,389.716285922803,0.13048532835754964,1.2974860122085534,0.03577932204804614,60315.733151318265,0.10145431206805762,60,80,0,0.21,0.2,0.58,0.01,0,0,0,0,0,0,0,0
90,436.76633165829145,0.05931937870681852,243.9298757375549,0.15510973630536753,1.581629164106225,0.03215244190741451,43427.195623799285,0.12746978047853874,65,80,0,0.01,0.28,0.67,0.01,0.03,0,0,0,0,0,0,0
92,568.4890707770862,0.014894683504517793,418.8165650815928,0.059324431517594124,1.1218668447204772,0.22524683881116006,61444.52388506633,0.03212525944054629,65,80,0.01,0.28,0.11,0.46,0.11,0.03,0,0,0,0,0,0,0
93,631.7304488159369,0.01911226503029243,463.10940201000085,0.0873599291542727,1.4660063033124338,0.025017522024718377,81856.93457277992,0.05370771782095678,75,80,0.49,0.06,0,0.14,0.02,0.29,682.7553,1.7083,91379.6391,35.1847,0.3833714357457922,0.1526593047650942,0.10993873089648099
95,423.84823472507316,0.05845618642046224,260.4918852222927,0.14755808307164486,1.942118281348179,0.13380264488152924,59060.68705349515,0.12095254590925955,75,80,0.14,0,0.07,0.01,0.01,0.77,565.6392,3.4371,59919.9628,35.1847,0.7387382468379077,0.5558360492027246,0.0144439578631131
96,551.6038785838806,0.026514223812091835,461.12710955741943,0.13667297883070784,1.5697171303427195,0.13303979408734398,75813.04664711298,0.10952019461230349,75,80,0.03,0.58,0.18,0.04,0.1,0.07,571.6375,1.4028,93170.9962,35.1847,0.2140088640139183,0.11230692576259407,0.20543891908884543
97,551.4220498864252,0.026084796925097003,434.9195055214518,0.0950758288180754,1.9723036488592673,0.024359215614660052,80545.78532965481,0.07098416359186378,75,80,0,0.31,0.01,0.02,0.15,0.51,534.2951,2.2274,89881.9832,23.0023,0.20506417033425264,0.1214830247415302,0.10956193290438664
98,510.8529318757761,0.0286172467666331,411.27412802910067,0.10390017265576365,1.7071690901528664,0.4389500207622032,85333.38740601661,0.068257741463065,80,80,0.25,0.01,0.01,0.04,0.13,0.56,579.8267,2.85,61983.0706,23.0023,0.3401320374357517,0.5015529980296598,0.31700893602889846
99,670.464609491269,0.006000180220758478,593.8156651351151,0.028671301789713752,1.075832831909521,0.04237389836867138,82484.64765778166,0.026671574235918434,80,80,0.29,0.45,0.06,0.08,0.12,0,622.5192,1.0988,91870.281,23.0023,0.047196764127445105,0.021122800827311928,0.10766123349045281
100,524.723947422311,0.10204248919747723,331.6431402237293,0.3077029638986785,1.2261154702781796,0.2853670106214785,62332.4475472707,0.236907768000488,85,80,0.02,0.01,0.16,0.01,0.5,0.3,385.7164,1.2922,83960.5285,23.0023,0.15075636900125822,0.05248312254899548,0.2956817413536076
101,587.1127060949148,0.016148548797432254,461.8788000725434,0.10955619377191346,1.5726042243983787,0.07423743016996258,80820.63789577727,0.05462966663680012,80,80,0.02,0.24,0,0.03,0.26,0.45,582.5741,1.81,91404.9324,10.63,0.2311167883569927,0.1403627263806448,0.12291199832923122
102,519.0883539475271,0.0848255512716737,386.39881132301434,0.27159111080415127,1.909786927614956,0.2038654440576315,76223.98324828304,0.1880594774959843,90,80,0,0.01,0,0.01,0.27,0.71,596.8904,2.303,72078.9333,10.63,0.4281376959150594,0.18667598392290835,0.05589977654867669
103,622.1379194232949,0.015893755158811064,458.6168467647552,0.15547185883120457,1.3864657657726953,0.08538158324582674,78606.82742015795,0.11638119958631002,85,80,0.09,0.02,0,0.06,0.4,0.43,604.4295,1.4163,99137.3893,10.63,0.2743298138957098,0.02128913845861791,0.23101243189437262
104,531.4314249972747,0.08106109671848145,386.1545643442131,0.2974192565282113,1.7969029362559015,0.03308594822529819,73308.39342592613,0.20611272628950242,85,80,0,0.16,0,0,0.25,0.59,568.6965,2.1065,82689.5153,10.63,0.3823464045278219,0.15862931334527328,0.1202724055814829
105,545.8582320485516,0.03510945090101376,420.6757019414784,0.1358450332096872,1.8963094280742396,0.048990530792481134,83069.87595544956,0.08105517253153005,90,80,0.32,0.09,0.02,0.01,0.01,0.55,649.65,1.8365,84439.6124,9.3046,0.4278591042767299,0.03204526200797524,0.016354135613427464
106,383.4277808962312,0.21285592472875492,256.34443369129997,0.29524520196845033,2.254181350725407,0.03675885373289891,53258.31991839384,0.3092389258598539,80,80,0,0.08,0.13,0,0.11,0.68,388.4905,2.0675,65462.1878,9.3046,0.4098601344447692,0.08639292700007696,0.2055898869730889
107,521.6000728401242,0.02192952924224373,343.7863705082664,0.057074679113844194,1.897519538743289,0.05532751457797578,72697.88275916284,0.036982008516826356,90,80,0.39,0.01,0.03,0,0,0.57,571.4654,1.6914,88907.1518,9.3046,0.49752218313720775,0.11486439666210221,0.20060351566464388
108,508.7520635305051,0.0713048335768581,317.09678545088707,0.21687662917179812,1.9236212116434206,0.04896921481861031,66141.33098835977,0.14146820143758834,90,80,0.26,0.18,0.02,0.01,0.01,0.52,595.5315,1.9644,83132.9852,9.3046,0.610182083961054,0.020976628540224772,0.22765676836461995
109,531.8339921748884,0.03122895809600473,405.5608381482852,0.05608674831737971,1.9380061244014046,0.1574886821753383,81223.20233326191,0.03227939692449137,80,80,0.2,0.16,0,0,0,0.64,382.3901,2.1225,117205.9647,14.7897,0.05881264181939373,0.09087235430572996,0.36267614186685
110,671.6478572288432,0.02477907331775485,579.2707734651652,0.18665759953316124,1.0437374390511756,0.05768688762943304,87100.51693946194,0.14907885354920955,80,80,0.51,0.31,0.07,0.01,0.01,0.09,552.9846,1.0542,93655.3273,14.7897,0.04643152787117058,0.009974140080703575,0.07252667694499959
111,404.5234906252804,0.32880027236911236,297.26642554674913,0.36285084490632963,2.2663991221823583,0.041233381616903375,61771.9742916704,0.4331719694421092,80,80,0.14,0.17,0.02,0,0,0.67,320.2197,2.4407,102527.3051,14.7897,0.07434425974487127,0.07405872419224964,0.49611088933839603
112,473.4311962154734,0.09290209468452465,230.00243867249344,0.29935281364578853,1.7750448010258237,0.004140247100235376,53153.70938434646,0.22058747029702225,75,80,0,0.03,0.02,0.21,0.32,0.42,569.2048,1.498,82405.8718,14.7897,0.8488470697310789,0.16928873136047115,0.4315764649032625
113,585.6262728463105,0.025247968379817128,296.31257829986004,0.045457463240324465,0.8946004364819223,0.4077559741865346,60049.38988801383,0.07765096688207877,80,80,0.57,0,0.11,0.01,0.1,0.21,0,0,0,0,0,0,0
114,690.8451606488005,0.011275319164304532,625.1336571585647,0.10838579719892485,1.1252999862200241,0.04907809078373217,94708.79181262298,0.07692260330281815,80,80,0.51,0.25,0.1,0.02,0.12,0,0,0,0,0,0,0,0
115,644.2282818574048,0.009351975612721695,559.4404313968678,0.0253573760320645,1.560389830980821,0.04306437907422886,98460.55278602528,0.019141264224712906,80,80,0.51,0.01,0.07,0.02,0.11,0.28,0,0,0,0,0,0,0
116,454.4636018326574,0.011007124422086956,350.2733510288301,0.03214905185587714,2.672352486844059,0.013730117770796803,74202.1380906131,0.01939435731189226,80,80,0,0,0,0.02,0,0.98,0,0,0,0,0,0,0
117,633.6952617137459,0.022510881428608506,483.8073025715184,0.10964499321755966,1.5769795831400697,0.02790647143687234,91455.16576176877,0.06960234941871465,90,80,0.6,0,0.03,0,0.02,0.35,752.7196,1.8059,85821.07,10.1706,0.434947750621913,0.1353405648849262,0.06356289930862591
118,495.0387276044214,0.03927157509144315,333.60475876998794,0.14689307504355756,1.833980035475826,0.07177195450330295,67470.08440973362,0.09993669790867092,80,80,0.34,0,0.11,0.01,0.06,0.48,449.7875,1.7767,80445.5668,10.1706,0.2966144736033817,0.03172811487754966,0.17544434661438346
119,569.6332539969728,0.014122941409916729,401.3639413048532,0.059613151284600124,1.5175641803692985,0.04681690606602594,75081.68977078298,0.0470766157159961,80,80,0.44,0.11,0.11,0,0.06,0.28,443.8871,1.473,89754.3676,10.1706,0.10061663722886825,0.029803192763310164,0.17802752702598598
120,601.8550321368431,0.015269052005892403,339.8146936953166,0.1305767497951748,1.1731085033395952,0.11701287332898275,68370.62346784647,0.09651340589154744,80,80,0.66,0,0.08,0,0,0.26,654.2678,1.6613,87852.6442,10.1706,0.6326499225145038,0.3444750437949937,0.24941253659570295
121,661.5584154388264,0.008713914498663546,619.8269537908413,0.07613779191673337,1.315905246452676,0.036381114007239194,92324.8900442338,0.05017504465162,0,0,0.37,0.47,0.1,0,0.06,0,578.3659,1.052,82047.9035,4.6278,0.06920597741785371,0.2229018638714775,0.11787373861882648
122,661.0254878831915,0.008643400058683205,456.6094831561151,0.021274527752598818,1.0319717157552064,0.06968020044622868,73399.84970053348,0.021544915214159938,0,0,0.44,0.3,0.09,0.04,0.13,0,639.6828,0.824,82863.0743,4.6278,0.33398632765494846,0.22411086762772295,0.12111925666300992
123,616.2021330843488,0.01728209375282157,527.1159840097474,0.0762331934140985,1.2052112129178185,0.06098242873629579,80673.31354176307,0.03830875195611985,0,0,0.27,0.61,0.12,0,0,0,549.2717,1.2476,72901.6758,4.6278,0.04116679579186258,0.03456343224373686,0.1012096797150766
124,274.0305056086156,0.623568692551074,182.01315499077535,0.4132503335852998,2.1459459100118337,0.046085568861028575,33836.32451445659,0.8184484503321201,0,0,0.01,0,0,0.02,0.08,0.89,408.6101,2.5819,75139.6141,4.6278,0.7673146734216002,0.18441975406388628,0.7580258561785708
126,505.6555181182901,0.0806876647142747,299.49354777203786,0.26061311204258036,1.9115022618531174,0.04350544825279556,62779.52066681683,0.18725867432030788,85,80,0.21,0.11,0.06,0,0.14,0.48,491.3358,1.9027,82596.1881,12.158,0.48516725578894937,0.004615519182687935,0.2726269416160739
128,556.5379816549867,0.03240734342318774,342.4831424047573,0.1092798449322039,1.8083953163974564,0.02894358508932697,73190.60826817447,0.09594210377897926,90,80,0.52,0.01,0.01,0,0,0.46,457.2228,1.5108,106311.3507,12.158,0.2869546204701558,0.17931774905036713,0.3690293144677914
129,472.412929837033,0.040454188722056084,292.5483533282278,0.08444588811777286,2.100282286233268,0.02445309807282571,64376.60335719846,0.07928746910757865,85,80,0,0.38,0.01,0,0,0.61,422.9048,2.4327,67738.1361,1.5827,0.36440246594865094,0.14666623109306612,0.0508880804157448
130,453.0977444947581,0.067770535909194,284.1960758599145,0.18618352622300538,2.0336801861419023,0.06305192718407523,60695.86999477667,0.14914462973042134,85,80,0,0.31,0.01,0,0,0.68,393.0368,2.4913,68252.3848,1.5827,0.3214277629445715,0.20226378681594817,0.11720228113594322
131,590.8038750348809,0.01815319735142452,418.6794020572738,0.11941580530570346,1.5120734751229714,0.060322824337153094,75788.07913556979,0.07742142248115336,90,80,0.32,0.34,0.02,0,0.01,0.31,516.5047,1.6139,89753.8834,1.5827,0.20921078048167033,0.06514868132271837,0.16872826744976402
132,482.72349450829415,0.024952527588426168,272.5130301648363,0.07669187960059284,1.952678901339528,0.07654174279314718,60034.66552389772,0.04848067873613928,90,80,0.01,0.41,0,0,0.01,0.57,433.7808,2.2843,69687.5726,1.5827,0.456659149344478,0.15653658249543295,0.1488242450285631
133,517.3246086358025,0.060493686154577155,324.9662893493889,0.1669822581048564,1.9969349481440186,0.03786360750352531,65021.87884259231,0.11389218447567871,85,80,0,0.41,0,0.13,0,0.46,408.9601,2.114,86230.1234,0.9781,0.22888892365641725,0.05695300622980333,0.28043588505217787
134,515.4117480170919,0.012080407522134129,361.40589330597595,0.04113770771065387,2.0913498274791262,0.02227210870221249,69395.50541692834,0.025438369061603194,75,80,0,0.18,0,0.26,0.01,0.55,386.3772,2.494,72858.5843,0.9781,0.06678756692298303,0.17562462523922096,0.04868863721194729
135,512.6272033088629,0.0719885122110473,310.11948739110653,0.28073965932107126,1.9191634531051935,0.028575763997657964,61302.02276685271,0.19097592736796756,80,80,0.04,0.45,0,0.07,0.01,0.43,398.744,2.0045,89244.2329,0.9781,0.2500467697527099,0.04349840291591326,0.3712109611677259
136,504.0191719521265,0.02763621810826033,321.0297881694792,0.15104093058688484,2.019912514714479,0.021776840798090547,62665.95350804003,0.0835269190696309,80,80,0,0.25,0,0.25,0,0.5,409.0192,2.3063,73522.789,0.9781,0.2410507055181186,0.132396401846395,0.15943807530668738
137,591.6696327489782,0.01965993378461784,408.264329793727,0.15772099366577855,1.5818182730157107,0.013992893747338293,76317.76724729856,0.06970474925120544,80,80,0.36,0.2,0.02,0.08,0,0.34,469.9287,1.6915,94267.3672,0.6659,0.14043466097825205,0.06701562013597871,0.2104474110344812
138,556.0424399115038,0.03861227764034966,398.25604673929456,0.12294672216319306,1.9114276368650982,0.02060609264753871,74552.87826986371,0.08375592874088299,85,80,0.21,0,0,0.33,0.01,0.45,387.1112,2.2831,60697.9407,0.6659,0.028381236384802114,0.17721774431443824,0.20487768836284587
139,575.3427760015867,0.00965271568745813,437.9660148096932,0.07533105389039936,1.8110187338032633,0.010668582919718938,79745.26926170051,0.03993544557723464,85,80,0.25,0,0,0.31,0.01,0.43,405.9809,2.1574,60633.5716,0.6659,0.07579887845648611,0.1745689099016882,0.27228744081922024
140,556.353711545647,0.021612059154951048,402.9772248291699,0.10231635370498023,1.8842119634885823,0.013362902669597184,75747.19609527272,0.053949541014577884,85,80,0.19,0,0,0.32,0.01,0.48,372.1932,2.3254,64738.4928,0.6659,0.07942517888489888,0.20960983593642074,0.15672348382018236
141,514.4506043497129,0.10187344689414721,367.76455731634496,0.35316173013996455,1.766130798040131,0.048687662911677296,65605.9795303223,0.25613229594874043,85,80,0,0.63,0.1,0,0,0.27,454.7139,1.6889,82340.3479,0.813,0.21143251087052425,0.04470628631382402,0.22622215313264882
142,529.4504841351994,0.06229093949476373,392.94058144772185,0.32367461675674414,1.8913126219818188,0.0198180173806301,69484.20212048196,0.18366039018334085,80,80,0,0.66,0.09,0,0,0.25,458.3915,1.6958,82453.6796,0.813,0.1537611937305979,0.10900835439830793,0.17072078842559898
143,455.9661107511768,0.0476483783666108,317.1050515637889,0.129663132465444,2.1952333660537744,0.015173390375237301,63761.72201880766,0.09611112523217268,75,80,0,0.33,0.11,0.01,0,0.55,346.5156,2.1182,58988.6673,0.813,0.08863662807028874,0.03571788852009088,0.07776846566915675
144,525.0728196539674,0.01097303740960524,355.60150838010867,0.09877677189621781,1.80136582146233,0.06568343671731865,64450.326848580415,0.05427549344537626,70,80,0,0.68,0.09,0,0.01,0.22,468.2735,1.6666,85247.7962,0.813,0.27351719732687463,0.07772038618621883,0.27785878577342393
145,544.621291043316,0.05704991734026926,438.2687590562723,0.24436597314713535,2.120522016539003,0.03335266373787196,87348.60098727602,0.16311613899989982,85,80,0.35,0,0,0.01,0,0.64,401.4625,1.9958,90016.4251,0.7903,0.08766199580955662,0.06059876561546023,0.03008286550710644
146,517.6602922383474,0.010546606271333707,334.73386329736064,0.04575168795522134,2.0407244576394166,0.007329787794613609,65124.31825463641,0.03206389590014826,85,80,0.01,0,0,0.36,0,0.63,348.3478,2.2797,85093.3101,0.7903,0.039860348869335455,0.11062595571508008,0.26586748924327896
147,642.2692187033542,0.0224493577395907,514.0292859460462,0.20773143640947023,1.5443264691692384,0.11451589468841838,93643.65266053154,0.17956264192112448,80,80,0.48,0,0.01,0,0.12,0.39,450.3888,1.9208,84796.3273,0.7903,0.13197696491479227,0.21729280831762593,0.09916303916295492
148,588.0727416687732,0.018669548378291746,526.1093102819276,0.07276240956617833,1.9175937092688538,0.08231390622085782,98663.7704728815,0.062490420521085915,85,80,0.39,0,0,0.02,0.01,0.58,417.3465,1.8854,90578.6559,0.7903,0.23056259571802654,0.016930719180728387,0.08544716666177878
152,653.0065703234045,0.006269612392123005,555.0825874321845,0.08238861038210119,1.4100908315752667,0.020464096498035638,91162.34486575688,0.04571311074114159,90,80,0.4,0.17,0,0,0.12,0.31,591.1979,1.457,79968.9572,0.605,0.06301304604550752,0.03272248504171739,0.130816367673704
153,720.1146847256639,0.01906471606893393,653.9760009132589,0.11517011134864073,1.1214585395489791,0.04301602305860324,96005.83552303855,0.06843594097982564,90,80,0.44,0.27,0,0,0.17,0.12,638.9904,1.1137,75131.2918,0.605,0.023180186124982204,0.006942272247537984,0.24395108238127358
154,655.0080986227033,0.01028289621919231,613.3156980360691,0.022073375143922172,1.3544868723596126,0.11621350513808443,102903.80918322949,0.013459488451403955,90,80,0.34,0.14,0,0,0.13,0.39,555.2329,1.6359,81569.2987,0.605,0.09941015398706814,0.18821185328327353,0.2313021201630551
