Formulation,maxStrain,cv,maxStress,cv,modulus,cv,toughness,cv,PercentOpen,Pressure,A,B,C,D,E,F,proposed stress,proposed modulus,proposed toughness,hypervolume improvement,stress Err,modulus Err,toughness Err
155,630.8958448106838,0.031009497120845362,574.568764428836,0.16479694757874852,1.4762437820529253,0.18780048232055863,99854.67097296417,0.11895443213475591,90,80,0.33,0.12,0,0,0.13,0.42,542.0808,1.6854,81041.4723,0.605,0.058188290156103765,0.13230852832589823,0.20799999748558382
156,674.5013241914833,0.06818396555546814,596.1995813431872,0.21121740260718927,1.5851283183069527,0.18038322199149556,97568.0583807712,0.05913746081470294,90,80,0.39,0,0,0,0.22,0.39,600.1683,1.4375,105029.7144,1.7786,0.006634612511257092,0.09768208509979347,0.0736598030354754
157,709.1429218451074,0.08244132156218975,673.8732925543736,0.23950516504697575,1.308518466088196,0.22052919035878552,96609.94287028906,0.0924455509911259,90,80,0.39,0.31,0,0,0.22,0.08,697.3219,1.048,94604.4999,1.7786,0.034201706034199905,0.2211045403099725,0.020975852464222636
158,670.9721249134625,0.0408431717853669,570.9253318418021,0.2370802980343446,1.5720429063290657,0.01252986696997598,97057.64081260763,0.16791417744660248,90,80,0.41,0,0,0,0.25,0.34,621.0032,1.3058,105824.4874,1.7786,0.0840283067657021,0.1850294925713518,0.08642305425941973
159,607.1129941041982,0.05985643154036206,453.6160308592768,0.23423817583096337,1.8558735023075354,0.037904031731968074,85374.72712448682,0.15340711775575236,90,80,0.35,0,0,0,0.2,0.45,567.0173,1.5757,101913.3081,1.7786,0.2222174520701769,0.16329156412889587,0.17661118560712902
160,624.474595480405,0.039523747028907964,512.3685109871855,0.19584736711455367,1.7798610950199096,0.028466688617072616,93175.90659093924,0.13707483976354778,90,80,0.33,0,0,0,0.21,0.46,546.3057,1.6799,90659.5876,0.2899,0.06411262059773615,0.05778496969851293,0.027375768776465817
161,576.8051287386324,0.045077793024765236,384.8235535746458,0.1771179380276118,1.8510277618913065,0.05769686859365384,77997.54665865721,0.09933585461032249,90,80,0.31,0,0,0,0.2,0.49,541.1763,1.7334,100965.8332,0.6326,0.3376949700840323,0.06563265865859753,0.25668141224738616
162,634.9295988316445,0.01463198318042285,536.0149402023449,0.12511915496968262,1.7112655479997905,0.023402166198724206,96497.98143286677,0.08490107301622553,90,80,0.35,0,0,0,0.21,0.44,567.2415,1.6252,101725.2697,0.6326,0.056607980991124685,0.05159085071409579,0.0527414239980298
163,471.1094295038756,0.02814629722693897,289.9712241260667,0.06701961310617942,1.9717393008999808,0.16073629424726218,66399.41834007102,0.046682514559243216,85,80,0.2,0,0,0,0.01,0.79,363.8516,2.2019,69255.4139,0.6326,0.22599509575911675,0.11029256843081228,0.04210680169320723
164,731.0701044125086,0.004536781648138081,596.7185872482966,0.010960738723229306,0.9981631185442422,0.06762938723759707,92484.77755068261,0.01296076110876961,90,80,0.5,0,0,0,0.3,0.2,668.407,1.1403,104438.0192,1.6082,0.11333011279556666,0.1329336758003266,0.121400283223186
165,730.04473119954,0.0015767043877694842,390.527785580855,0.021635597864146712,0.8868661182053215,0.012550741444680965,64360.61659313192,0.015100060981491525,90,80,0.53,0.06,0,0,0.32,0.09,702.7257,0.8002,100639.9684,1.6082,0.5711354567568958,0.10274181583056828,0.4397481597823207
166,729.3964625452876,0.0021265488095802755,429.9864906008591,0.052983624895847896,0.7968202078584513,0.2093747675760819,68899.78370642856,0.05628893877696887,90,80,0.53,0,0,0,0.33,0.14,690.0583,0.9551,103268.6925,1.6082,0.4643953734379191,0.1806929236064124,0.39924740638772244
167,649.050526665697,0.07600292067126321,397.02912057893917,0.2808376153967692,1.0849649980787586,0.24462651891925616,76450.31382390828,0.20484104551447976,90,80,0.42,0,0,0,0.27,0.31,614.533,1.4188,102064.3039,1.6082,0.4300356349772738,0.26666640214030213,0.2869679850611054
168,599.1471000780928,0.008417307207929698,413.42161869441225,0.04847102186792842,1.7275950459780047,0.014611761438436769,80202.58210046405,0.03339148020542129,90,80,0.42,0.01,0,0,0.14,0.43,513.0923,1.6719,100892.5156,0.2419,0.2151520431469345,0.032766658121122116,0.22849799649196065
169,614.1550718070504,0.039262209013173864,512.4699681647443,0.10153004168663816,1.6663878700033745,0.11451704251671584,92116.8858164149,0.08240851944944926,90,80,0.39,0,0,0,0.13,0.48,504.2315,1.8017,99857.9563,0.2419,0.01620626786271021,0.07803269990185911,0.08064671806205592
170,658.2735410302375,0.00792822425203026,627.3104559962022,0.05462383471138127,1.5880201575369022,0.02958600563678094,103558.91538055445,0.03694819543447526,90,80,0.44,0,0,0.05,0.13,0.38,502.738,1.54,101278.576,0.2419,0.22047276881836805,0.03070322767658548,0.022264863382045145
171,572.0510417529474,0.01876333418950389,459.28696011350553,0.08291441335112722,1.8759911449029782,0.07239809008919146,85164.15669364174,0.053176838879723035,90,80,0.28,0,0,0.11,0.08,0.53,429.7856,1.9367,93073.0314,0.2419,0.06636434738181365,0.03184567162130658,0.08874550581670003
172,610.3408890531086,0.02753544873030095,489.1206118432192,0.12788474237941447,1.865245913284285,0.04123197696620062,89171.28031248928,0.08983316476150517,90,80,0.42,0.12,0,0,0.06,0.4,547.6313,1.6515,94208.2009,0.0511,0.11287307501127421,0.12155891756460044,0.054934396740649837
173,618.7393033928748,0.04942960215507576,523.3252560493722,0.21516509410454782,1.8183679695279151,0.0145716795342874,92589.21543840435,0.14748027111541068,90,80,0.42,0.11,0,0.01,0.07,0.39,550.42,1.6241,94949.855,0.0511,0.05046773207700558,0.11286552046237691,0.02517490948501822
174,599.3956157000106,0.01737686703465466,483.7089576365575,0.06940934241369169,2.0070730316408403,0.02246598285290807,89596.87096240917,0.04384627134248528,90,80,0.42,0.11,0,0,0.04,0.43,532.6634,1.735,91855.5702,0.0511,0.096331707558989,0.1454129993403899,0.024895771289945662
175,612.3646946263761,0.01518428613038397,506.59471121543004,0.09787218265276279,1.8726387558423863,0.03226689346101877,91082.82763291891,0.07402661085470143,90,80,0.45,0.08,0,0,0.05,0.42,538.4858,1.7026,93173.0409,0.0511,0.06103087454473842,0.09512022410504575,0.02268815950041409
176,610.8151597172432,0.008876489863588985,414.53729931156147,0.031046842995376942,1.4394839329498113,0.05404219454092163,76845.5530353862,0.023157018127032532,90,80,0.41,0.14,0,0,0.07,0.38,550.6185,1.6856,94743.8847,0.1074,0.2819880495677574,0.1575100524214569,0.20861810494670904
177,615.0762846146267,0.01688695980004975,497.6450607059661,0.06705535263848278,1.5943648345667962,0.04481146127061078,86257.98689777675,0.03928458369689644,90,80,0.41,0.12,0,0,0.06,0.41,537.9196,1.751,93691.7194,0.1074,0.07778276108143328,0.09364309914107585,0.08262011264327468
178,605.201422882673,0.012314614217374172,387.44781129602495,0.037575481822247465,1.5175344525947239,0.022038226659599147,74536.30393229099,0.025640519539210427,90,80,0.42,0.16,0,0,0.07,0.35,561.4368,1.6162,94948.5245,0.1074,0.3667231750472459,0.0629699477717912,0.24087372016149128
179,639.7843535242961,0.010680918930606595,605.3055083441351,0.045629604834695206,1.7012832579671955,0.0024213995925202432,100894.65603890888,0.03662724919723323,90,80,0.4,0.13,0,0,0.08,0.39,547.8999,1.699,95162.1206,0.1074,0.09955834048083884,0.0013429810365624814,0.05847831977230647
180,501.8872885856621,0.056002007469966336,330.1772216096627,0.2566390838641781,2.3874721744808802,0.014345433181752429,72121.00938324908,0.14636602933108275,85,80,0.25,0,0,0,0,0.75,402.0806,2.2255,70031.3532,0.4097,0.19638814709354138,0.07022464838479452,0.029400231487891216
181,534.578451934806,0.03169739418733367,430.66478553768064,0.029486377318518095,2.060532423085659,0.4416747783057905,85776.85071555298,0.01855650021267912,85,80,0.27,0,0,0,0,0.73,389.8034,2.1577,74703.6037,0.0561,0.09960504565061905,0.04607028118344526,0.1380011921810686
182,513.9367912783068,0.04007920089471518,379.299564159763,0.053652067420480586,1.2350265484648062,1.0137966145693789,79505.98714099053,0.051588598507796846,85,80,0.23,0,0,0,0,0.77,366.6045,2.2344,71138.457,0.0561,0.03403940203506899,0.5761029597109693,0.11108979410032849
185,548.7894304923868,0.028259957436829006,373.9608806965998,0.07662115461773146,1.7620467225318936,0.026480169937867656,76874.34587892261,0.06967097116166553,85,80,0.27,0,0,0,0.14,0.59,454.9415,1.9403,93321.5838,0.0309,0.19539241577601704,0.09629204978738765,0.19327416292628574
186,516.9400425973598,0.024831227950101942,304.9459599526505,0.05875783527787155,1.8919555754143396,0.028754122391049228,67570.8658478078,0.04247762582686107,85,80,0.3,0,0,0,0.09,0.61,439.7777,1.9766,90271.4876,0.0309,0.36209871472573346,0.0437602215791327,0.28763663562198966
187,578.3145150311221,0.004269136506558516,474.1479397682962,0.06368197357907625,1.6447464710602802,0.06922468955901373,89096.72590637217,0.048840359079626694,85,80,0.32,0.01,0,0,0.09,0.58,452.5005,1.9583,91366.1893,0.0309,0.04672201201506166,0.17404911730014372,0.025151576333924713
188,727.8455787090661,0.008047743461896214,697.1303820490122,0.08305067305532089,1.0953958043280743,0.032180135861019456,95259.33767105236,0.029118402893253837,90,80,0.37,0.37,0,0,0.19,0.07,693.7333,0.9214,91528.5991,0.1715,0.004884852617630519,0.17254677340628796,0.03994624744557409
189,727.4396623105947,0.0040820802128874005,631.9917427775363,0.013513623511179795,1.0161595721334362,0.017124381407429543,84624.4464852524,0.013245057089712537,90,80,0.38,0.41,0,0.01,0.19,0.01,706.3975,0.8675,89271.434,0.1715,0.1111870221969967,0.157841230265471,0.05344563081977891
191,691.6964931971303,0.0031628022826473722,558.3349555636271,0.05778665363014459,1.1524032644370927,0.013871395065387749,81235.44092980857,0.028391529426173734,90,80,0.34,0.36,0,0,0.2,0.1,681.2398,0.9661,91202.6845,0.1715,0.19830162543200353,0.17588197060115968,0.11560371055238165
