iterID,Formulation,A,B,C,D,E,F,Stress,Modulus,Toughness,ExpectedStress,ExpectedModulus,ExpectedToughness
10,111,0.14,0.17,0.02,0,0,0.67,297.2664255,2.266399122,61771.97429,320.2197,2.4407,102527.3051
10,112,0,0.03,0.02,0.21,0.32,0.42,230.0024387,1.775044801,53153.70938,569.2048,1.498,82405.8718
11,113,0.57,0,0.11,0.01,0.1,0.21,296.3125783,0.8946004365,60049.38989,0,0,0
11,114,0.51,0.25,0.1,0.02,0.12,0,625.1336572,1.125299986,94708.79181,0,0,0
11,115,0.51,0.01,0.07,0.02,0.11,0.28,559.4404314,1.560389831,98460.55279,0,0,0
11,116,0,0,0,0.02,0,0.98,350.273351,2.672352487,74202.13809,0,0,0
12,117,0.6,0,0.03,0,0.02,0.35,483.8073026,1.576979583,91455.16576,752.7196,1.8059,85821.07
12,118,0.34,0,0.11,0.01,0.06,0.48,333.6047588,1.833980035,67470.08441,449.7875,1.7767,80445.5668
12,119,0.44,0.11,0.11,0,0.06,0.28,401.3639413,1.51756418,75081.68977,443.8871,1.473,89754.3676
12,120,0.66,0,0.08,0,0,0.26,339.8146937,1.173108503,68370.62347,654.2678,1.6613,87852.6442
13,121,0.37,0.47,0.1,0,0.06,0,619.8269538,1.315905246,92324.89004,578.3659,1.052,82047.9035
13,122,0.44,0.3,0.09,0.04,0.13,0,456.6094832,1.031971716,73399.8497,639.6828,0.824,82863.0743
13,123,0.27,0.61,0.12,0,0,0,527.115984,1.205211213,80673.31354,549.2717,1.2476,72901.6758
13,124,0.01,0,0,0.02,0.08,0.89,182.013155,2.14594591,33836.32451,408.6101,2.5819,75139.6141
14,126,0.21,0.11,0.06,0,0.14,0.48,299.4935478,1.911502262,62779.52067,491.3358,1.9027,82596.1881
14,128,0.52,0.01,0.01,0,0,0.46,342.4831424,1.808395316,73190.60827,457.2228,1.5108,106311.3507
15,129,0,0.38,0.01,0,0,0.61,292.5483533,2.100282286,64376.60336,422.9048,2.4327,67738.1361
15,130,0,0.31,0.01,0,0,0.68,284.1960759,2.033680186,60695.86999,393.0368,2.4913,68252.3848
15,131,0.32,0.34,0.02,0,0.01,0.31,418.6794021,1.512073475,75788.07914,516.5047,1.6139,89753.8834
15,132,0.01,0.41,0,0,0.01,0.57,272.5130302,1.952678901,60034.66552,433.7808,2.2843,69687.5726
16,133,0,0.41,0,0.13,0,0.46,324.9662893,1.996934948,65021.87884,408.9601,2.114,86230.1234
16,134,0,0.18,0,0.26,0.01,0.55,361.4058933,2.091349827,69395.50542,386.3772,2.494,72858.5843
16,135,0.04,0.45,0,0.07,0.01,0.43,310.1194874,1.919163453,61302.02277,398.744,2.0045,89244.2329
16,136,0,0.25,0,0.25,0,0.5,321.0297882,2.019912515,62665.95351,409.0192,2.3063,73522.789
17,137,0.36,0.2,0.02,0.08,0,0.34,408.2643298,1.581818273,76317.76725,469.9287,1.6915,94267.3672
17,138,0.21,0,0,0.33,0.01,0.45,398.2560467,1.911427637,74552.87827,387.1112,2.2831,60697.9407
17,139,0.25,0,0,0.31,0.01,0.43,437.9660148,1.811018734,79745.26926,405.9809,2.1574,60633.5716
17,140,0.19,0,0,0.32,0.01,0.48,402.9772248,1.884211963,75747.1961,372.1932,2.3254,64738.4928
18,141,0,0.63,0.1,0,0,0.27,367.7645573,1.766130798,65605.97953,454.713852,1.68891433,82340.3479
18,142,0,0.66,0.09,0,0,0.25,392.9405814,1.891312622,69484.20212,458.391503,1.69576088,82453.6796
18,143,0,0.33,0.11,0.01,0,0.55,317.1050516,2.195233366,63761.72202,346.515579,2.11820321,58988.6673
18,144,0,0.68,0.09,0,0.01,0.22,355.6015084,1.801365821,64450.32685,468.273521,1.66655105,85247.7962
19,145,0.35,0,0,0.01,0,0.64,438.2687591,2.120522017,87348.60099,401.462456,1.99581445,90016.4251
19,146,0.01,0,0,0.36,0,0.63,334.7338633,2.040724458,65124.31825,348.347802,2.27968422,85093.3101
19,147,0.48,0,0.01,0,0.12,0.39,514.0292859,1.544326469,93643.65266,450.388768,1.9208217,84796.3273
19,148,0.39,0,0,0.02,0.01,0.58,526.1093103,1.917593709,98663.77047,417.346515,1.88544269,90578.6559
20,152,0.4,0.17,0,0,0.12,0.31,555.0825874,1.410090832,91162.34487,591.197858,1.45701582,79968.9572
20,153,0.44,0.27,0,0,0.17,0.12,653.9760009,1.12145854,96005.83552,638.990393,1.11371299,75131.2918
20,154,0.34,0.14,0,0,0.13,0.39,613.315698,1.354486872,102903.8092,555.232919,1.6359133,81569.2987
20,155,0.33,0.12,0,0,0.13,0.42,574.5687644,1.476243782,99854.67097,542.080781,1.68538358,81041.4723
21,156,0.39,0,0,0,0.22,0.39,596.1995813,1.585128318,97568.05838,600.168317,1.43751874,105029.714
21,157,0.39,0.31,0,0,0.22,0.08,673.8732926,1.308518466,96609.94287,697.321923,1.04802444,94604.4999
21,158,0.41,0,0,0,0.25,0.34,570.9253318,1.572042906,97057.64081,621.003223,1.30582453,105824.487
21,159,0.35,0,0,0,0.2,0.45,453.6160309,1.855873502,85374.72712,567.017333,1.57569777,101913.308
22,160,0.33,0,0,0,0.21,0.46,512.368511,1.779861095,93175.90659,557.996647,1.66855966,101482.629
22,161,0.31,0,0,0,0.2,0.49,384.8235536,1.851027762,77997.54666,541.176271,1.73342006,100965.833
22,162,0.35,0,0,0,0.21,0.44,536.0149402,1.711265548,96497.98143,567.241469,1.62519891,101725.27
22,163,0.2,0,0,0,0.01,0.79,289.9712241,1.971739301,66399.41834,363.851601,2.20191509,69255.4139
23,164,0.5,0,0,0,0.3,0.2,596.7185872,0.9981631185,92484.77755,668.407043,1.14026476,104438.019
23,165,0.53,0.06,0,0,0.32,0.09,390.5277856,0.8868661182,64360.61659,702.725704,0.80019302,100639.968
23,166,0.53,0,0,0,0.33,0.14,429.9864906,0.7968202079,68899.78371,690.05825,0.95512205,103268.693
23,167,0.42,0,0,0,0.27,0.31,397.0291206,1.084964998,76450.31382,614.532954,1.41877261,102064.304
24,168,0.42,0.01,0,0,0.14,0.43,413.4216187,1.727595046,80202.5821,513.092346,1.67185936,100892.516
24,169,0.39,0,0,0,0.13,0.48,512.4699682,1.66638787,92116.88582,504.231534,1.80170405,99857.9563
24,170,0.44,0,0,0.05,0.13,0.38,627.310456,1.588020158,103558.9154,502.738006,1.54004513,101278.576
24,171,0.28,0,0,0.11,0.08,0.53,459.2869601,1.875991145,85164.15669,429.785605,1.93669668,93073.0314
25,172,0.42,0.12,0,0,0.06,0.4,489.1206118,1.865245913,89171.28031,547.631293,1.65149291,94208.2009
25,173,0.42,0.11,0,0.01,0.07,0.39,523.325256,1.81836797,92589.21544,550.420038,1.62406489,94949.855
25,174,0.42,0.11,0,0,0.04,0.43,483.7089576,2.007073032,89596.87096,532.66342,1.73503709,91855.5702
25,175,0.45,0.08,0,0,0.05,0.42,506.5947112,1.872638756,91082.82763,538.48583,1.70262233,93173.0409
26,176,0.41,0.14,0,0,0.07,0.38,414.5372993,1.439483933,76845.55304,550.618526,1.68560732,94743.8847
26,177,0.41,0.12,0,0,0.06,0.41,497.6450607,1.594364835,86257.9869,537.919575,1.75099329,93691.7194
26,178,0.42,0.16,0,0,0.07,0.35,387.4478113,1.517534453,74536.30393,561.436833,1.61622546,94948.5245
26,179,0.4,0.13,0,0,0.08,0.39,605.3055083,1.701283258,100894.656,547.899932,1.69898918,95162.1206
27,180,0.25,0,0,0,0,0.75,330.1772216,2.387472174,72121.00938,378.13894,2.19562659,72922.2722
27,181,0.27,0,0,0,0,0.73,430.6647855,2.060532423,85776.85072,389.803431,2.15766498,74703.6037
27,182,0.23,0,0,0,0,0.77,379.2995642,1.235026548,79505.98714,366.604485,2.23441119,71138.457
27,183,0.24,0,0,0,0,0.76,229.3443958,2.291313215,55840.06174,372.333907,2.21492873,72029.9138
28,184,0.32,0,0,0,0.09,0.59,-1,-1,-1,450.07071,1.96434754,91218.5243
28,185,0.27,0,0,0,0.14,0.59,-1,-1,-1,454.941529,1.94030603,93321.5838
28,186,0.3,0,0,0,0.09,0.61,-1,-1,-1,439.777738,1.97664722,90271.4876
28,187,0.32,0.01,0,0,0.09,0.58,-1,-1,-1,452.500521,1.95825021,91366.1893
